experiment_name,scene_name,run_dir,source_path,source_root,image_count,train_view_count,test_view_count,iterations,is_backup
gaussian_direct_merged_clip_retrieval_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_clip_retrieval_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_merged_clip_retrieval_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_clip_retrieval_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_merged_clip_retrieval_15000,room_0_backup_20260320_134031,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_clip_retrieval_15000/room_0_backup_20260320_134031,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,1
gaussian_direct_merged_clip_retrieval_smoke_1000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_clip_retrieval_smoke_1000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_merged_clip_retrieval_smoke_1000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_clip_retrieval_smoke_1000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_merged_oracle_select_clip_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_oracle_select_clip_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_merged_oracle_select_clip_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_oracle_select_clip_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_merged_oracle_select_clip_15000,room_0_backup_20260320_132205,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_oracle_select_clip_15000/room_0_backup_20260320_132205,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,1
gaussian_direct_merged_oracle_select_clip_smoke_1000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_oracle_select_clip_smoke_1000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_merged_oracle_select_clip_smoke_1000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_merged_oracle_select_clip_smoke_1000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_oracle_prior_vanilla_3dgs_multi_clip_smoke_1000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_oracle_prior_vanilla_3dgs_multi_clip_smoke_1000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_oracle_prior_vanilla_3dgs_multi_mean_rgb_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_oracle_prior_vanilla_3dgs_multi_mean_rgb_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_oracle_prior_vanilla_3dgs_single_clip_replace_smoke_1000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_oracle_prior_vanilla_3dgs_single_clip_replace_smoke_1000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_same_scene_exact_clip_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_same_scene_exact_clip_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_same_scene_exact_clip_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_same_scene_exact_clip_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
gaussian_direct_same_scene_exact_clip_15000,room_0_backup_20260320_130338,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_same_scene_exact_clip_15000/room_0_backup_20260320_130338,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,1
gaussian_direct_same_scene_exact_clip_smoke_1000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_same_scene_exact_clip_smoke_1000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
gaussian_direct_same_scene_exact_clip_smoke_1000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/gaussian_direct_same_scene_exact_clip_smoke_1000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,1000,0
oracle_prior_vanilla_3dgs,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS/data/public_datasets/replica_colmap/office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS/data/public_datasets/replica_colmap,97,,,1000,0
oracle_prior_vanilla_3dgs,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap,97,,,7000,0
oracle_prior_vanilla_3dgs,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap,97,,,7000,0
oracle_prior_vanilla_3dgs_clip,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_clip/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap,97,,,7000,0
oracle_prior_vanilla_3dgs_clip,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_clip/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap,97,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v1_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_alignfix_v1_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v1_15000,office_0_backup_20260318_171856,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_alignfix_v1_15000/office_0_backup_20260318_171856,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,1
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v1_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_alignfix_v1_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,office_0_backup_20260318_172813,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000/office_0_backup_20260318_172813,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,1
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_clip_geom_filtered,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom_filtered/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip_geom_filtered,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom_filtered/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip_geom_weighted,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom_weighted/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_clip_geom_weighted,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_clip_geom_weighted/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_mean_rgb,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_mean_rgb/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_mean_rgb,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_mean_rgb/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,7000,0
oracle_prior_vanilla_3dgs_multi_mean_rgb_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_mean_rgb_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_mean_rgb_15000,room_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_mean_rgb_15000/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/room_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
oracle_prior_vanilla_3dgs_multi_mean_rgb_alignfix_v1_15000,office_0,/home/ilhyeonchu/ReCompose3D/PriorProbe3DGS-gaussian/outputs/gaussian_direct/experiments/oracle_prior_vanilla_3dgs_multi_mean_rgb_alignfix_v1_15000/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi/office_0,/mnt/3dgs-ssd/3dgs-stage/priorprobe3dgs/replica_colmap_multi,96,,,15000,0
